Submission No,Title,Speaker,Moderator,Date Start,Time Start,Date End,Time End,Location,TimeZoneBlock,Categories,UID,EVENTID
2461,Regional Amyloid and Tau PET Associations with Cortical Diffusion MRI Microstructural Measures,Talia Nir,,20210624,80000,20210624,100000,poster2461,EuropeAsia,Poster,,poster2461EuropeAsia
1585,Regional differences in cerebral BOLD signal response induced by severe transient hypoxia,Daehun Kang,,20210621,160000,20210621,170000,poster1585,AmericasEurope,Poster,,poster1585AmericasEurope
1585,Regional differences in cerebral BOLD signal response induced by severe transient hypoxia,Daehun Kang,,20210626,0,20210626,10000,poster1585,AmericasAsia,Poster,,poster1585AmericasAsia
1585,Regional differences in cerebral BOLD signal response induced by severe transient hypoxia,Daehun Kang,,20210624,80000,20210624,100000,poster1585,EuropeAsia,Poster,,poster1585EuropeAsia
2388,Registration of electrophysiological source imaging with the BigBrain using HCP compatible pipelines,Ariosky Areces-Gonzalez,,20210623,160000,20210623,170000,poster2388,AmericasEurope,Poster,,poster2388AmericasEurope
2388,Registration of electrophysiological source imaging with the BigBrain using HCP compatible pipelines,Ariosky Areces-Gonzalez,,20210625,0,20210625,10000,poster2388,AmericasAsia,Poster,,poster2388AmericasAsia
2388,Registration of electrophysiological source imaging with the BigBrain using HCP compatible pipelines,Ariosky Areces-Gonzalez,,20210622,80000,20210622,100000,poster2388,EuropeAsia,Poster,,poster2388EuropeAsia
1913,Relevance of lipid levels for differences in cortical structure and cognition of the aging brain,Julia Stefanik,,20210624,160000,20210624,170000,poster1913,AmericasEurope,Poster,,poster1913AmericasEurope
1913,Relevance of lipid levels for differences in cortical structure and cognition of the aging brain,Julia Stefanik,,20210624,0,20210624,10000,poster1913,AmericasAsia,Poster,,poster1913AmericasAsia
1913,Relevance of lipid levels for differences in cortical structure and cognition of the aging brain,Julia Stefanik,,20210622,80000,20210622,100000,poster1913,EuropeAsia,Poster,,poster1913EuropeAsia
2467,Reliability of Graph Measures Derived from Resting-State MEG in the Sensor and Source Spaces,Haatef Pourmotabbed,,20210625,160000,20210625,170000,poster2467,AmericasEurope,Poster,,poster2467AmericasEurope
2467,Reliability of Graph Measures Derived from Resting-State MEG in the Sensor and Source Spaces,Haatef Pourmotabbed,,20210622,0,20210622,10000,poster2467,AmericasAsia,Poster,,poster2467AmericasAsia
2467,Reliability of Graph Measures Derived from Resting-State MEG in the Sensor and Source Spaces,Haatef Pourmotabbed,,20210624,80000,20210624,100000,poster2467,EuropeAsia,Poster,,poster2467EuropeAsia
1877,Reliability of resting-state functional connectivity in the human spinal cord at 3T,Merve kaptan,,20210625,160000,20210625,170000,poster1877,AmericasEurope,Poster,,poster1877AmericasEurope
1877,Reliability of resting-state functional connectivity in the human spinal cord at 3T,Merve kaptan,,20210622,0,20210622,10000,poster1877,AmericasAsia,Poster,,poster1877AmericasAsia
1877,Reliability of resting-state functional connectivity in the human spinal cord at 3T,Merve kaptan,,20210624,80000,20210624,100000,poster1877,EuropeAsia,Poster,,poster1877EuropeAsia
1500,Replicating extensive brain structural heterogeneity in individuals with a mental disorder,Thomas Wolfers,,20210623,160000,20210623,170000,poster1500,AmericasEurope,Poster,,poster1500AmericasEurope
1500,Replicating extensive brain structural heterogeneity in individuals with a mental disorder,Thomas Wolfers,,20210626,0,20210626,10000,poster1500,AmericasAsia,Poster,,poster1500AmericasAsia
1500,Replicating extensive brain structural heterogeneity in individuals with a mental disorder,Thomas Wolfers,,20210622,80000,20210622,100000,poster1500,EuropeAsia,Poster,,poster1500EuropeAsia
2331,Resting state functional connectivity networks predict motor behaviors in Parkinsonâ€™s Disease,Anjanibhargavi Ragothaman,,20210621,160000,20210621,170000,poster2331,AmericasEurope,Poster,,poster2331AmericasEurope
2331,Resting state functional connectivity networks predict motor behaviors in Parkinsonâ€™s Disease,Anjanibhargavi Ragothaman,,20210623,0,20210623,10000,poster2331,AmericasAsia,Poster,,poster2331AmericasAsia
2331,Resting state functional connectivity networks predict motor behaviors in Parkinsonâ€™s Disease,Anjanibhargavi Ragothaman,,20210624,80000,20210624,100000,poster2331,EuropeAsia,Poster,,poster2331EuropeAsia
2541,Resting-state fMRI and machine learning algorithms on the prediction of preclinical dementia,Pedro da Silva,,20210625,160000,20210625,170000,poster2541,AmericasEurope,Poster,,poster2541AmericasEurope
2541,Resting-state fMRI and machine learning algorithms on the prediction of preclinical dementia,Pedro da Silva,,20210623,0,20210623,10000,poster2541,AmericasAsia,Poster,,poster2541AmericasAsia
2541,Resting-state fMRI and machine learning algorithms on the prediction of preclinical dementia,Pedro da Silva,,20210624,80000,20210624,100000,poster2541,EuropeAsia,Poster,,poster2541EuropeAsia
1195,Seed-based Correlation Analysis on Isolated Perfusion Lag Structure in the Resting-state fMRI Signal,Toshihiko Aso,,20210625,160000,20210625,170000,poster1195,AmericasEurope,Poster,,poster1195AmericasEurope
1195,Seed-based Correlation Analysis on Isolated Perfusion Lag Structure in the Resting-state fMRI Signal,Toshihiko Aso,,20210625,0,20210625,10000,poster1195,AmericasAsia,Poster,,poster1195AmericasAsia
1195,Seed-based Correlation Analysis on Isolated Perfusion Lag Structure in the Resting-state fMRI Signal,Toshihiko Aso,,20210622,80000,20210622,100000,poster1195,EuropeAsia,Poster,,poster1195EuropeAsia
2354,Sex Differences in Early Childhood Development Based on Resting-State Functional Connectivity,Sonja Fenske,,20210624,160000,20210624,170000,poster2354,AmericasEurope,Poster,,poster2354AmericasEurope
2354,Sex Differences in Early Childhood Development Based on Resting-State Functional Connectivity,Sonja Fenske,,20210624,0,20210624,10000,poster2354,AmericasAsia,Poster,,poster2354AmericasAsia
2354,Sex Differences in Early Childhood Development Based on Resting-State Functional Connectivity,Sonja Fenske,,20210622,80000,20210622,100000,poster2354,EuropeAsia,Poster,,poster2354EuropeAsia
2107,Sex differences in functional brain connectivity over the course of aging in a large cohort,Mite Mijalkov,,20210624,160000,20210624,170000,poster2107,AmericasEurope,Poster,,poster2107AmericasEurope
2107,Sex differences in functional brain connectivity over the course of aging in a large cohort,Mite Mijalkov,,20210624,0,20210624,10000,poster2107,AmericasAsia,Poster,,poster2107AmericasAsia
2107,Sex differences in functional brain connectivity over the course of aging in a large cohort,Mite Mijalkov,,20210622,80000,20210622,100000,poster2107,EuropeAsia,Poster,,poster2107EuropeAsia
1775,Shared response modelling of S1 digit representations in younger and older adults using 7T fMRI,Avinash Kalyani,,20210625,160000,20210625,170000,poster1775,AmericasEurope,Poster,,poster1775AmericasEurope
1775,Shared response modelling of S1 digit representations in younger and older adults using 7T fMRI,Avinash Kalyani,,20210624,0,20210624,10000,poster1775,AmericasAsia,Poster,,poster1775AmericasAsia
1775,Shared response modelling of S1 digit representations in younger and older adults using 7T fMRI,Avinash Kalyani,,20210622,80000,20210622,100000,poster1775,EuropeAsia,Poster,,poster1775EuropeAsia
2492,Shinobi in the scanner: Development and validation of an fMRI/MEG controller and gaming platform,Andre Cyr,,20210625,160000,20210625,170000,poster2492,AmericasEurope,Poster,,poster2492AmericasEurope
2492,Shinobi in the scanner: Development and validation of an fMRI/MEG controller and gaming platform,Andre Cyr,,20210623,0,20210623,10000,poster2492,AmericasAsia,Poster,,poster2492AmericasAsia
2492,Shinobi in the scanner: Development and validation of an fMRI/MEG controller and gaming platform,Andre Cyr,,20210624,80000,20210624,100000,poster2492,EuropeAsia,Poster,,poster2492EuropeAsia
2163,"Simultaneous human intracerebral stimulation and HDEEG, ground-truth for source localization methods",Ezequiel Mikulan,,20210621,160000,20210621,170000,poster2163,AmericasEurope,Poster,,poster2163AmericasEurope
2163,"Simultaneous human intracerebral stimulation and HDEEG, ground-truth for source localization methods",Ezequiel Mikulan,,20210626,0,20210626,10000,poster2163,AmericasAsia,Poster,,poster2163AmericasAsia
2163,"Simultaneous human intracerebral stimulation and HDEEG, ground-truth for source localization methods",Ezequiel Mikulan,,20210624,80000,20210624,100000,poster2163,EuropeAsia,Poster,,poster2163EuropeAsia
1666,Simultaneous optimisation of MP2RAGE UNI & FLAWS images at 7T with Extended Phase Graph Simulations,Ayse Sila Dokumaci,,20210625,160000,20210625,170000,poster1666,AmericasEurope,Poster,,poster1666AmericasEurope
1666,Simultaneous optimisation of MP2RAGE UNI & FLAWS images at 7T with Extended Phase Graph Simulations,Ayse Sila Dokumaci,,20210623,0,20210623,10000,poster1666,AmericasAsia,Poster,,poster1666AmericasAsia
1666,Simultaneous optimisation of MP2RAGE UNI & FLAWS images at 7T with Extended Phase Graph Simulations,Ayse Sila Dokumaci,,20210624,80000,20210624,100000,poster1666,EuropeAsia,Poster,,poster1666EuropeAsia
2584,Slow oscillations in hippocampal LFP activity in the mouse taupathy model (rTg4510) under anesthesia,Kwangyeol Baek,,20210621,160000,20210621,170000,poster2584,AmericasEurope,Poster,,poster2584AmericasEurope
2584,Slow oscillations in hippocampal LFP activity in the mouse taupathy model (rTg4510) under anesthesia,Kwangyeol Baek,,20210623,0,20210623,10000,poster2584,AmericasAsia,Poster,,poster2584AmericasAsia
2584,Slow oscillations in hippocampal LFP activity in the mouse taupathy model (rTg4510) under anesthesia,Kwangyeol Baek,,20210624,80000,20210624,100000,poster2584,EuropeAsia,Poster,,poster2584EuropeAsia
2514,Snakebids: introducing Snakemake to the neuroimaging community,Ali Khan,,20210621,160000,20210621,170000,poster2514,AmericasEurope,Poster,,poster2514AmericasEurope
2514,Snakebids: introducing Snakemake to the neuroimaging community,Ali Khan,,20210623,0,20210623,10000,poster2514,AmericasAsia,Poster,,poster2514AmericasAsia
2514,Snakebids: introducing Snakemake to the neuroimaging community,Ali Khan,,20210624,80000,20210624,100000,poster2514,EuropeAsia,Poster,,poster2514EuropeAsia
2026,Socialness is in the eye of the beholder: Evidence from brain activity and behavior,Rekha Varrier,,20210623,160000,20210623,170000,poster2026,AmericasEurope,Poster,,poster2026AmericasEurope
2026,Socialness is in the eye of the beholder: Evidence from brain activity and behavior,Rekha Varrier,,20210625,0,20210625,10000,poster2026,AmericasAsia,Poster,,poster2026AmericasAsia
2026,Socialness is in the eye of the beholder: Evidence from brain activity and behavior,Rekha Varrier,,20210622,80000,20210622,100000,poster2026,EuropeAsia,Poster,,poster2026EuropeAsia
2081,Somatotopy of somatosensory working memory during vibro-tactile frequency discrimination,Finn Rabe,,20210621,160000,20210621,170000,poster2081,AmericasEurope,Poster,,poster2081AmericasEurope
2081,Somatotopy of somatosensory working memory during vibro-tactile frequency discrimination,Finn Rabe,,20210623,0,20210623,10000,poster2081,AmericasAsia,Poster,,poster2081AmericasAsia
2081,Somatotopy of somatosensory working memory during vibro-tactile frequency discrimination,Finn Rabe,,20210624,80000,20210624,100000,poster2081,EuropeAsia,Poster,,poster2081EuropeAsia
1812,Spatial and feature-selective attention interact multiplicatively in multiple-demand network,Nadene Dermody,,20210625,160000,20210625,170000,poster1812,AmericasEurope,Poster,,poster1812AmericasEurope
1812,Spatial and feature-selective attention interact multiplicatively in multiple-demand network,Nadene Dermody,,20210624,0,20210624,10000,poster1812,AmericasAsia,Poster,,poster1812AmericasAsia
1812,Spatial and feature-selective attention interact multiplicatively in multiple-demand network,Nadene Dermody,,20210622,80000,20210622,100000,poster1812,EuropeAsia,Poster,,poster1812EuropeAsia
1555,Spatial and temporal autocorrelation reproduce subject-level topology of the functional connectome,Maxwell Shinn,,20210625,160000,20210625,170000,poster1555,AmericasEurope,Poster,,poster1555AmericasEurope
1555,Spatial and temporal autocorrelation reproduce subject-level topology of the functional connectome,Maxwell Shinn,,20210622,0,20210622,10000,poster1555,AmericasAsia,Poster,,poster1555AmericasAsia
1555,Spatial and temporal autocorrelation reproduce subject-level topology of the functional connectome,Maxwell Shinn,,20210624,80000,20210624,100000,poster1555,EuropeAsia,Poster,,poster1555EuropeAsia
2548,Spatially distinct patterns of atrophy associated with parkinsonism and motor function in older age,Victoria Poole,,20210624,160000,20210624,170000,poster2548,AmericasEurope,Poster,,poster2548AmericasEurope
2548,Spatially distinct patterns of atrophy associated with parkinsonism and motor function in older age,Victoria Poole,,20210624,0,20210624,10000,poster2548,AmericasAsia,Poster,,poster2548AmericasAsia
2548,Spatially distinct patterns of atrophy associated with parkinsonism and motor function in older age,Victoria Poole,,20210622,80000,20210622,100000,poster2548,EuropeAsia,Poster,,poster2548EuropeAsia
1325,Spectral Features of Human Brain Activity Are Related to Sensory-Associative Cortical Gradient,MichaÅ‚ Komorowski,,20210624,160000,20210624,170000,poster1325,AmericasEurope,Poster,,poster1325AmericasEurope
1325,Spectral Features of Human Brain Activity Are Related to Sensory-Associative Cortical Gradient,MichaÅ‚ Komorowski,,20210626,0,20210626,10000,poster1325,AmericasAsia,Poster,,poster1325AmericasAsia
1325,Spectral Features of Human Brain Activity Are Related to Sensory-Associative Cortical Gradient,MichaÅ‚ Komorowski,,20210622,80000,20210622,100000,poster1325,EuropeAsia,Poster,,poster1325EuropeAsia
2619,Stability of hippocampal subfield volumes and relationship to development of PTSD symptoms,Kate Webb,,20210625,160000,20210625,170000,poster2619,AmericasEurope,Poster,,poster2619AmericasEurope
2619,Stability of hippocampal subfield volumes and relationship to development of PTSD symptoms,Kate Webb,,20210623,0,20210623,10000,poster2619,AmericasAsia,Poster,,poster2619AmericasAsia
2619,Stability of hippocampal subfield volumes and relationship to development of PTSD symptoms,Kate Webb,,20210624,80000,20210624,100000,poster2619,EuropeAsia,Poster,,poster2619EuropeAsia
2634,Static and Dynamic analysis of brain networks related to cognitive impairment in Parkinson's disease,Journey Eubank,,20210621,160000,20210621,170000,poster2634,AmericasEurope,Poster,,poster2634AmericasEurope
2634,Static and Dynamic analysis of brain networks related to cognitive impairment in Parkinson's disease,Journey Eubank,,20210623,0,20210623,10000,poster2634,AmericasAsia,Poster,,poster2634AmericasAsia
2634,Static and Dynamic analysis of brain networks related to cognitive impairment in Parkinson's disease,Journey Eubank,,20210624,80000,20210624,100000,poster2634,EuropeAsia,Poster,,poster2634EuropeAsia
2399,Steady-State EEG Components Elucidate Unimodal and Multisensory Aspects of Letter-Sound Processing,Lindsey Hasak,,20210625,160000,20210625,170000,poster2399,AmericasEurope,Poster,,poster2399AmericasEurope
2399,Steady-State EEG Components Elucidate Unimodal and Multisensory Aspects of Letter-Sound Processing,Lindsey Hasak,,20210624,0,20210624,10000,poster2399,AmericasAsia,Poster,,poster2399AmericasAsia
2399,Steady-State EEG Components Elucidate Unimodal and Multisensory Aspects of Letter-Sound Processing,Lindsey Hasak,,20210622,80000,20210622,100000,poster2399,EuropeAsia,Poster,,poster2399EuropeAsia
1801,Structural Brain Correlates of Cognitive Deficits in Schizophrenia: A Meta-Analysis,Marianne Khalil,,20210623,160000,20210623,170000,poster1801,AmericasEurope,Poster,,poster1801AmericasEurope
1801,Structural Brain Correlates of Cognitive Deficits in Schizophrenia: A Meta-Analysis,Marianne Khalil,,20210626,0,20210626,10000,poster1801,AmericasAsia,Poster,,poster1801AmericasAsia
1801,Structural Brain Correlates of Cognitive Deficits in Schizophrenia: A Meta-Analysis,Marianne Khalil,,20210622,80000,20210622,100000,poster1801,EuropeAsia,Poster,,poster1801EuropeAsia
2268,Structural brain correlates predicting substance dependence,Jonatan Ottino-González,,20210623,160000,20210623,170000,poster2268,AmericasEurope,Poster,,poster2268AmericasEurope
2268,Structural brain correlates predicting substance dependence,Jonatan Ottino-González,,20210626,0,20210626,10000,poster2268,AmericasAsia,Poster,,poster2268AmericasAsia
2268,Structural brain correlates predicting substance dependence,Jonatan Ottino-González,,20210622,80000,20210622,100000,poster2268,EuropeAsia,Poster,,poster2268EuropeAsia
1242,Structural connectivity analysis in operculo-insular epilepsy,Sami Obaid,,20210621,160000,20210621,170000,poster1242,AmericasEurope,Poster,,poster1242AmericasEurope
1242,Structural connectivity analysis in operculo-insular epilepsy,Sami Obaid,,20210623,0,20210623,10000,poster1242,AmericasAsia,Poster,,poster1242AmericasAsia
1242,Structural connectivity analysis in operculo-insular epilepsy,Sami Obaid,,20210624,80000,20210624,100000,poster1242,EuropeAsia,Poster,,poster1242EuropeAsia
2123,Structural Correlates of Language Processing in Primary Progressive Aphasia,Curtiss Chapman,,20210624,160000,20210624,170000,poster2123,AmericasEurope,Poster,,poster2123AmericasEurope
2123,Structural Correlates of Language Processing in Primary Progressive Aphasia,Curtiss Chapman,,20210622,0,20210622,10000,poster2123,AmericasAsia,Poster,,poster2123AmericasAsia
2123,Structural Correlates of Language Processing in Primary Progressive Aphasia,Curtiss Chapman,,20210622,80000,20210622,100000,poster2123,EuropeAsia,Poster,,poster2123EuropeAsia
2037,Structural volume changes induced by gait training in patients with Parkinsonâ€™s disease,Eunkyung Kim,,20210621,160000,20210621,170000,poster2037,AmericasEurope,Poster,,poster2037AmericasEurope
2037,Structural volume changes induced by gait training in patients with Parkinsonâ€™s disease,Eunkyung Kim,,20210623,0,20210623,10000,poster2037,AmericasAsia,Poster,,poster2037AmericasAsia
2037,Structural volume changes induced by gait training in patients with Parkinsonâ€™s disease,Eunkyung Kim,,20210624,80000,20210624,100000,poster2037,EuropeAsia,Poster,,poster2037EuropeAsia
1817,Sustainability of computational neuroimaging in the era of deep-learning,Nikhil Bhagwat,,20210623,160000,20210623,170000,poster1817,AmericasEurope,Poster,,poster1817AmericasEurope
1817,Sustainability of computational neuroimaging in the era of deep-learning,Nikhil Bhagwat,,20210625,0,20210625,10000,poster1817,AmericasAsia,Poster,,poster1817AmericasAsia
1817,Sustainability of computational neuroimaging in the era of deep-learning,Nikhil Bhagwat,,20210622,80000,20210622,100000,poster1817,EuropeAsia,Poster,,poster1817EuropeAsia
1421,Tedana: Multi-echo fMRI tools and resources,Daniel Handwerker,,20210625,160000,20210625,170000,poster1421,AmericasEurope,Poster,,poster1421AmericasEurope
1421,Tedana: Multi-echo fMRI tools and resources,Daniel Handwerker,,20210623,0,20210623,10000,poster1421,AmericasAsia,Poster,,poster1421AmericasAsia
1421,Tedana: Multi-echo fMRI tools and resources,Daniel Handwerker,,20210624,80000,20210624,100000,poster1421,EuropeAsia,Poster,,poster1421EuropeAsia
2031,Temporal Dynamics of Cerebral Blood Flow during the First Year after Traumatic Brain Injury,naomi gaggi,,20210625,160000,20210625,170000,poster2031,AmericasEurope,Poster,,poster2031AmericasEurope
2031,Temporal Dynamics of Cerebral Blood Flow during the First Year after Traumatic Brain Injury,naomi gaggi,,20210625,0,20210625,10000,poster2031,AmericasAsia,Poster,,poster2031AmericasAsia
2031,Temporal Dynamics of Cerebral Blood Flow during the First Year after Traumatic Brain Injury,naomi gaggi,,20210622,80000,20210622,100000,poster2031,EuropeAsia,Poster,,poster2031EuropeAsia
2552,"The Case for a Decentralized Science: Open Data Sovereignty, Distributed Cloud Resources, and Rigor",Shady El Damaty,,20210623,160000,20210623,170000,poster2552,AmericasEurope,Poster,,poster2552AmericasEurope
2552,"The Case for a Decentralized Science: Open Data Sovereignty, Distributed Cloud Resources, and Rigor",Shady El Damaty,,20210625,0,20210625,10000,poster2552,AmericasAsia,Poster,,poster2552AmericasAsia
2552,"The Case for a Decentralized Science: Open Data Sovereignty, Distributed Cloud Resources, and Rigor",Shady El Damaty,,20210622,80000,20210622,100000,poster2552,EuropeAsia,Poster,,poster2552EuropeAsia
1444,The dlPFC Presents Structural Variations Associated with Empathic Capacity in Psychotherapists,Marcos Dominguez Arriola,,20210623,160000,20210623,170000,poster1444,AmericasEurope,Poster,,poster1444AmericasEurope
1444,The dlPFC Presents Structural Variations Associated with Empathic Capacity in Psychotherapists,Marcos Dominguez Arriola,,20210625,0,20210625,10000,poster1444,AmericasAsia,Poster,,poster1444AmericasAsia
1444,The dlPFC Presents Structural Variations Associated with Empathic Capacity in Psychotherapists,Marcos Dominguez Arriola,,20210622,80000,20210622,100000,poster1444,EuropeAsia,Poster,,poster1444EuropeAsia
1793,The dynamic modular fingerprints of the human brain at rest,Aya Kabbara,,20210625,160000,20210625,170000,poster1793,AmericasEurope,Poster,,poster1793AmericasEurope
1793,The dynamic modular fingerprints of the human brain at rest,Aya Kabbara,,20210622,0,20210622,10000,poster1793,AmericasAsia,Poster,,poster1793AmericasAsia
1793,The dynamic modular fingerprints of the human brain at rest,Aya Kabbara,,20210624,80000,20210624,100000,poster1793,EuropeAsia,Poster,,poster1793EuropeAsia
1295,The effect of body posture on resting-state functional connectivity,Barbara Avelar-Pereira,,20210625,160000,20210625,170000,poster1295,AmericasEurope,Poster,,poster1295AmericasEurope
1295,The effect of body posture on resting-state functional connectivity,Barbara Avelar-Pereira,,20210622,0,20210622,10000,poster1295,AmericasAsia,Poster,,poster1295AmericasAsia
1295,The effect of body posture on resting-state functional connectivity,Barbara Avelar-Pereira,,20210624,80000,20210624,100000,poster1295,EuropeAsia,Poster,,poster1295EuropeAsia
1756,The effect of task complexity on the neural network for response inhibition - an ALE meta-analysis,Taraneh Aziz-Safaie,,20210622,160000,20210622,170000,poster1756,AmericasEurope,Poster,,poster1756AmericasEurope
1756,The effect of task complexity on the neural network for response inhibition - an ALE meta-analysis,Taraneh Aziz-Safaie,,20210626,0,20210626,10000,poster1756,AmericasAsia,Poster,,poster1756AmericasAsia
1756,The effect of task complexity on the neural network for response inhibition - an ALE meta-analysis,Taraneh Aziz-Safaie,,20210624,80000,20210624,100000,poster1756,EuropeAsia,Poster,,poster1756EuropeAsia
2383,The ENIGMA Toolbox: cross-disorder and multiscale contextualization of neuroimaging datasets,Sara Larivière,,20210621,160000,20210621,170000,poster2383,AmericasEurope,Poster,,poster2383AmericasEurope
2383,The ENIGMA Toolbox: cross-disorder and multiscale contextualization of neuroimaging datasets,Sara Larivière,,20210623,0,20210623,10000,poster2383,AmericasAsia,Poster,,poster2383AmericasAsia
2383,The ENIGMA Toolbox: cross-disorder and multiscale contextualization of neuroimaging datasets,Sara Larivière,,20210624,80000,20210624,100000,poster2383,EuropeAsia,Poster,,poster2383EuropeAsia
1435,The Functional Connectome in Posttraumatic Stress Disorder,Isabella Breukelaar,,20210623,160000,20210623,170000,poster1435,AmericasEurope,Poster,,poster1435AmericasEurope
1435,The Functional Connectome in Posttraumatic Stress Disorder,Isabella Breukelaar,,20210626,0,20210626,10000,poster1435,AmericasAsia,Poster,,poster1435AmericasAsia
1435,The Functional Connectome in Posttraumatic Stress Disorder,Isabella Breukelaar,,20210622,80000,20210622,100000,poster1435,EuropeAsia,Poster,,poster1435EuropeAsia
1546,The impact of acute and severe hypoxia observed by pCASL MR brain imaging on Compact 3T MRI scanner,Daehun Kang,,20210625,160000,20210625,170000,poster1546,AmericasEurope,Poster,,poster1546AmericasEurope
1546,The impact of acute and severe hypoxia observed by pCASL MR brain imaging on Compact 3T MRI scanner,Daehun Kang,,20210625,0,20210625,10000,poster1546,AmericasAsia,Poster,,poster1546AmericasAsia
1546,The impact of acute and severe hypoxia observed by pCASL MR brain imaging on Compact 3T MRI scanner,Daehun Kang,,20210622,80000,20210622,100000,poster1546,EuropeAsia,Poster,,poster1546EuropeAsia
1175,The Impact of Early Childhood Malnutrition on the Adult Brain: Preliminary NIRS results,Kassandra Roger,,20210625,160000,20210625,170000,poster1175,AmericasEurope,Poster,,poster1175AmericasEurope
1175,The Impact of Early Childhood Malnutrition on the Adult Brain: Preliminary NIRS results,Kassandra Roger,,20210623,0,20210623,10000,poster1175,AmericasAsia,Poster,,poster1175AmericasAsia
1175,The Impact of Early Childhood Malnutrition on the Adult Brain: Preliminary NIRS results,Kassandra Roger,,20210624,80000,20210624,100000,poster1175,EuropeAsia,Poster,,poster1175EuropeAsia
2470,The neural network supporting natural and socially meaningful voice-identity processing,Claudia Roswandowitz,,20210623,160000,20210623,170000,poster2470,AmericasEurope,Poster,,poster2470AmericasEurope
2470,The neural network supporting natural and socially meaningful voice-identity processing,Claudia Roswandowitz,,20210625,0,20210625,10000,poster2470,AmericasAsia,Poster,,poster2470AmericasAsia
2470,The neural network supporting natural and socially meaningful voice-identity processing,Claudia Roswandowitz,,20210622,80000,20210622,100000,poster2470,EuropeAsia,Poster,,poster2470EuropeAsia
1192,The reduced benefit of sleep in the realization of solutions to problems: Impact of age,Balmeet Toor,,20210621,160000,20210621,170000,poster1192,AmericasEurope,Poster,,poster1192AmericasEurope
1192,The reduced benefit of sleep in the realization of solutions to problems: Impact of age,Balmeet Toor,,20210623,0,20210623,10000,poster1192,AmericasAsia,Poster,,poster1192AmericasAsia
1192,The reduced benefit of sleep in the realization of solutions to problems: Impact of age,Balmeet Toor,,20210624,80000,20210624,100000,poster1192,EuropeAsia,Poster,,poster1192EuropeAsia
1281,The relationship between EEG-fMRI connectomes is reproducible across studies from 1.5T to 7T,Jonathan Wirsich,,20210625,160000,20210625,170000,poster1281,AmericasEurope,Poster,,poster1281AmericasEurope
1281,The relationship between EEG-fMRI connectomes is reproducible across studies from 1.5T to 7T,Jonathan Wirsich,,20210623,0,20210623,10000,poster1281,AmericasAsia,Poster,,poster1281AmericasAsia
1281,The relationship between EEG-fMRI connectomes is reproducible across studies from 1.5T to 7T,Jonathan Wirsich,,20210624,80000,20210624,100000,poster1281,EuropeAsia,Poster,,poster1281EuropeAsia
2136,Three Decades of Research on the Neurobiology of Language: A Synthesis of 412 Neuroimaging Studies,Sabrina Turker,,20210624,160000,20210624,170000,poster2136,AmericasEurope,Poster,,poster2136AmericasEurope
2136,Three Decades of Research on the Neurobiology of Language: A Synthesis of 412 Neuroimaging Studies,Sabrina Turker,,20210622,0,20210622,10000,poster2136,AmericasAsia,Poster,,poster2136AmericasAsia
2136,Three Decades of Research on the Neurobiology of Language: A Synthesis of 412 Neuroimaging Studies,Sabrina Turker,,20210622,80000,20210622,100000,poster2136,EuropeAsia,Poster,,poster2136EuropeAsia
1228,Towards a causal role of Broca's area in language: a TMS-EEG study on syntactic prediction,Matteo Maran,,20210624,160000,20210624,170000,poster1228,AmericasEurope,Poster,,poster1228AmericasEurope
1228,Towards a causal role of Broca's area in language: a TMS-EEG study on syntactic prediction,Matteo Maran,,20210622,0,20210622,10000,poster1228,AmericasAsia,Poster,,poster1228AmericasAsia
1228,Towards a causal role of Broca's area in language: a TMS-EEG study on syntactic prediction,Matteo Maran,,20210622,80000,20210622,100000,poster1228,EuropeAsia,Poster,,poster1228EuropeAsia
2364,Towards a Hierarchical Model of Social Cognition: A Neuroimaging Meta-Analysis and Integrative Revie,Matthias Schurz,,20210623,160000,20210623,170000,poster2364,AmericasEurope,Poster,,poster2364AmericasEurope
2364,Towards a Hierarchical Model of Social Cognition: A Neuroimaging Meta-Analysis and Integrative Revie,Matthias Schurz,,20210625,0,20210625,10000,poster2364,AmericasAsia,Poster,,poster2364AmericasAsia
2364,Towards a Hierarchical Model of Social Cognition: A Neuroimaging Meta-Analysis and Integrative Revie,Matthias Schurz,,20210622,80000,20210622,100000,poster2364,EuropeAsia,Poster,,poster2364EuropeAsia
1484,TRAMPOLINO: the Swiss Army Knife for exploratory tractography and reproducible workflows,Matteo Mancini,,20210621,160000,20210621,170000,poster1484,AmericasEurope,Poster,,poster1484AmericasEurope
1484,TRAMPOLINO: the Swiss Army Knife for exploratory tractography and reproducible workflows,Matteo Mancini,,20210623,0,20210623,10000,poster1484,AmericasAsia,Poster,,poster1484AmericasAsia
1484,TRAMPOLINO: the Swiss Army Knife for exploratory tractography and reproducible workflows,Matteo Mancini,,20210624,80000,20210624,100000,poster1484,EuropeAsia,Poster,,poster1484EuropeAsia
2117,Translingual Neural Stimulation induces Resting-State Functional Connectivity Changes in TBI patient,Jiancheng Hou,,20210621,160000,20210621,170000,poster2117,AmericasEurope,Poster,,poster2117AmericasEurope
2117,Translingual Neural Stimulation induces Resting-State Functional Connectivity Changes in TBI patient,Jiancheng Hou,,20210623,0,20210623,10000,poster2117,AmericasAsia,Poster,,poster2117AmericasAsia
