Submission No,Title,Speaker,Moderator,Date Start,Time Start,Date End,Time End,Location,TimeZoneBlock,Categories,UID,EVENTID
1129,An edge-centric model for harmonizing multi-relational network datasets,Joshua Faskowitz,,20210622,0,20210622,10000,poster1129,AmericasAsia,Poster,,poster1129AmericasAsia
1129,An edge-centric model for harmonizing multi-relational network datasets,Joshua Faskowitz,,20210624,80000,20210624,100000,poster1129,EuropeAsia,Poster,,poster1129EuropeAsia
1356,"An fMRI Study of Semantic, Episodic and Creative Contributions to Word-Pair Link Formation.",Katya Krieger-Redwood,,20210621,160000,20210621,170000,poster1356,AmericasEurope,Poster,,poster1356AmericasEurope
1356,"An fMRI Study of Semantic, Episodic and Creative Contributions to Word-Pair Link Formation.",Katya Krieger-Redwood,,20210623,0,20210623,10000,poster1356,AmericasAsia,Poster,,poster1356AmericasAsia
1356,"An fMRI Study of Semantic, Episodic and Creative Contributions to Word-Pair Link Formation.",Katya Krieger-Redwood,,20210624,80000,20210624,100000,poster1356,EuropeAsia,Poster,,poster1356EuropeAsia
1853,Associations between striatal iron and dopamine D1 receptor availability across the adult lifespan,Jonatan Gustavsson,,20210624,160000,20210624,170000,poster1853,AmericasEurope,Poster,,poster1853AmericasEurope
1853,Associations between striatal iron and dopamine D1 receptor availability across the adult lifespan,Jonatan Gustavsson,,20210624,0,20210624,10000,poster1853,AmericasAsia,Poster,,poster1853AmericasAsia
1853,Associations between striatal iron and dopamine D1 receptor availability across the adult lifespan,Jonatan Gustavsson,,20210622,80000,20210622,100000,poster1853,EuropeAsia,Poster,,poster1853EuropeAsia
1868,Associations of Sleep Duration with Global Cognition and Gray Matter Volume in Children aged 9 to 11,Hoki Fung,,20210624,160000,20210624,170000,poster1868,AmericasEurope,Poster,,poster1868AmericasEurope
1868,Associations of Sleep Duration with Global Cognition and Gray Matter Volume in Children aged 9 to 11,Hoki Fung,,20210624,0,20210624,10000,poster1868,AmericasAsia,Poster,,poster1868AmericasAsia
1868,Associations of Sleep Duration with Global Cognition and Gray Matter Volume in Children aged 9 to 11,Hoki Fung,,20210622,80000,20210622,100000,poster1868,EuropeAsia,Poster,,poster1868EuropeAsia
2600,Baseline fALFF Predicts Acute Treatment Response in First Episode Psychosis,Todd Lencz,,20210623,160000,20210623,170000,poster2600,AmericasEurope,Poster,,poster2600AmericasEurope
2600,Baseline fALFF Predicts Acute Treatment Response in First Episode Psychosis,Todd Lencz,,20210626,0,20210626,10000,poster2600,AmericasAsia,Poster,,poster2600AmericasAsia
2600,Baseline fALFF Predicts Acute Treatment Response in First Episode Psychosis,Todd Lencz,,20210622,80000,20210622,100000,poster2600,EuropeAsia,Poster,,poster2600EuropeAsia
1179,Brain microstructural changes in female patients with functional constipation,Zhenzhen Jia,,20210623,160000,20210623,170000,poster1179,AmericasEurope,Poster,,poster1179AmericasEurope
1179,Brain microstructural changes in female patients with functional constipation,Zhenzhen Jia,,20210625,0,20210625,10000,poster1179,AmericasAsia,Poster,,poster1179AmericasAsia
1179,Brain microstructural changes in female patients with functional constipation,Zhenzhen Jia,,20210622,80000,20210622,100000,poster1179,EuropeAsia,Poster,,poster1179EuropeAsia
2290,Brain network changes in post COVID-19 syndrome,Martin Tik,,20210625,160000,20210625,170000,poster2290,AmericasEurope,Poster,,poster2290AmericasEurope
2290,Brain network changes in post COVID-19 syndrome,Martin Tik,,20210622,0,20210622,10000,poster2290,AmericasAsia,Poster,,poster2290AmericasAsia
2290,Brain network changes in post COVID-19 syndrome,Martin Tik,,20210624,80000,20210624,100000,poster2290,EuropeAsia,Poster,,poster2290EuropeAsia
2521,Cardiac Gated Multiecho fMRI Analysis Methods Comparison,Tara Maronesy,,20210624,160000,20210624,170000,poster2521,AmericasEurope,Poster,,poster2521AmericasEurope
2521,Cardiac Gated Multiecho fMRI Analysis Methods Comparison,Tara Maronesy,,20210626,0,20210626,10000,poster2521,AmericasAsia,Poster,,poster2521AmericasAsia
2521,Cardiac Gated Multiecho fMRI Analysis Methods Comparison,Tara Maronesy,,20210622,80000,20210622,100000,poster2521,EuropeAsia,Poster,,poster2521EuropeAsia
2005,Cerebral small vessel disease in people who are homeless or precariously housed,Melissa Woodward,,20210623,160000,20210623,170000,poster2005,AmericasEurope,Poster,,poster2005AmericasEurope
2005,Cerebral small vessel disease in people who are homeless or precariously housed,Melissa Woodward,,20210626,0,20210626,10000,poster2005,AmericasAsia,Poster,,poster2005AmericasAsia
2005,Cerebral small vessel disease in people who are homeless or precariously housed,Melissa Woodward,,20210622,80000,20210622,100000,poster2005,EuropeAsia,Poster,,poster2005EuropeAsia
1278,Childhood Maltreatment History Is Linked to Abnormal Brain Structure in Conduct Disorder,Marlene Staginnus,,20210622,160000,20210622,170000,poster1278,AmericasEurope,Poster,,poster1278AmericasEurope
1278,Childhood Maltreatment History Is Linked to Abnormal Brain Structure in Conduct Disorder,Marlene Staginnus,,20210622,0,20210622,10000,poster1278,AmericasAsia,Poster,,poster1278AmericasAsia
1278,Childhood Maltreatment History Is Linked to Abnormal Brain Structure in Conduct Disorder,Marlene Staginnus,,20210624,80000,20210624,100000,poster1278,EuropeAsia,Poster,,poster1278EuropeAsia
2532,Classification of HIV Associated Neurocognitive Disorders Using Fiber Specific White Matter Changes,Alan Finkelstein,,20210621,160000,20210621,170000,poster2532,AmericasEurope,Poster,,poster2532AmericasEurope
2532,Classification of HIV Associated Neurocognitive Disorders Using Fiber Specific White Matter Changes,Alan Finkelstein,,20210623,0,20210623,10000,poster2532,AmericasAsia,Poster,,poster2532AmericasAsia
2532,Classification of HIV Associated Neurocognitive Disorders Using Fiber Specific White Matter Changes,Alan Finkelstein,,20210624,80000,20210624,100000,poster2532,EuropeAsia,Poster,,poster2532EuropeAsia
1782,CloudReg: Automatic Terabyte-Scale Cross-Modal Brain Volume Registration,Vikram Chandrashekhar,,20210624,160000,20210624,170000,poster1782,AmericasEurope,Poster,,poster1782AmericasEurope
1782,CloudReg: Automatic Terabyte-Scale Cross-Modal Brain Volume Registration,Vikram Chandrashekhar,,20210626,0,20210626,10000,poster1782,AmericasAsia,Poster,,poster1782AmericasAsia
1782,CloudReg: Automatic Terabyte-Scale Cross-Modal Brain Volume Registration,Vikram Chandrashekhar,,20210622,80000,20210622,100000,poster1782,EuropeAsia,Poster,,poster1782EuropeAsia
1431,Column-Scale Encoding of Personal Space using high resolution 7T fMRI,Zahra Nasiriavanaki,,20210624,160000,20210624,170000,poster1431,AmericasEurope,Poster,,poster1431AmericasEurope
1431,Column-Scale Encoding of Personal Space using high resolution 7T fMRI,Zahra Nasiriavanaki,,20210626,0,20210626,10000,poster1431,AmericasAsia,Poster,,poster1431AmericasAsia
1431,Column-Scale Encoding of Personal Space using high resolution 7T fMRI,Zahra Nasiriavanaki,,20210622,80000,20210622,100000,poster1431,EuropeAsia,Poster,,poster1431EuropeAsia
2132,Comparison of single- and multi-echo pre-processing strategies for motion correction of rs-fMRI,Mihail Dimitrov,,20210623,160000,20210623,170000,poster2132,AmericasEurope,Poster,,poster2132AmericasEurope
2132,Comparison of single- and multi-echo pre-processing strategies for motion correction of rs-fMRI,Mihail Dimitrov,,20210625,0,20210625,10000,poster2132,AmericasAsia,Poster,,poster2132AmericasAsia
2132,Comparison of single- and multi-echo pre-processing strategies for motion correction of rs-fMRI,Mihail Dimitrov,,20210622,80000,20210622,100000,poster2132,EuropeAsia,Poster,,poster2132EuropeAsia
1203,Correction of induced functional connectivity in filtered resting state fNIRS data,Mengmeng Wang,,20210625,160000,20210625,170000,poster1203,AmericasEurope,Poster,,poster1203AmericasEurope
1203,Correction of induced functional connectivity in filtered resting state fNIRS data,Mengmeng Wang,,20210623,0,20210623,10000,poster1203,AmericasAsia,Poster,,poster1203AmericasAsia
1203,Correction of induced functional connectivity in filtered resting state fNIRS data,Mengmeng Wang,,20210624,80000,20210624,100000,poster1203,EuropeAsia,Poster,,poster1203EuropeAsia
2000,Cortical gyrification differences between early- and late-onset obsessiveâ€“compulsive disorder,Inkyung Park,,20210623,160000,20210623,170000,poster2000,AmericasEurope,Poster,,poster2000AmericasEurope
2000,Cortical gyrification differences between early- and late-onset obsessiveâ€“compulsive disorder,Inkyung Park,,20210626,0,20210626,10000,poster2000,AmericasAsia,Poster,,poster2000AmericasAsia
2000,Cortical gyrification differences between early- and late-onset obsessiveâ€“compulsive disorder,Inkyung Park,,20210622,80000,20210622,100000,poster2000,EuropeAsia,Poster,,poster2000EuropeAsia
1947,Cortical hypometabolism lateralizes seizure focus in temporal lobe epilepsy with non-lesional MRI,Julia Simon,,20210625,160000,20210625,170000,poster1947,AmericasEurope,Poster,,poster1947AmericasEurope
1947,Cortical hypometabolism lateralizes seizure focus in temporal lobe epilepsy with non-lesional MRI,Julia Simon,,20210623,0,20210623,10000,poster1947,AmericasAsia,Poster,,poster1947AmericasAsia
1947,Cortical hypometabolism lateralizes seizure focus in temporal lobe epilepsy with non-lesional MRI,Julia Simon,,20210624,80000,20210624,100000,poster1947,EuropeAsia,Poster,,poster1947EuropeAsia
2209,Cortical remodeling across the lifespan reveals structural vulnerability to neurodegeneration,Camilla Cividini,,20210624,160000,20210624,170000,poster2209,AmericasEurope,Poster,,poster2209AmericasEurope
2209,Cortical remodeling across the lifespan reveals structural vulnerability to neurodegeneration,Camilla Cividini,,20210624,0,20210624,10000,poster2209,AmericasAsia,Poster,,poster2209AmericasAsia
2209,Cortical remodeling across the lifespan reveals structural vulnerability to neurodegeneration,Camilla Cividini,,20210622,80000,20210622,100000,poster2209,EuropeAsia,Poster,,poster2209EuropeAsia
1810,Deep Mediation: a new approach towards high-dimensional mediation analysis,Tanmay Nath,,20210624,160000,20210624,170000,poster1810,AmericasEurope,Poster,,poster1810AmericasEurope
1810,Deep Mediation: a new approach towards high-dimensional mediation analysis,Tanmay Nath,,20210626,0,20210626,10000,poster1810,AmericasAsia,Poster,,poster1810AmericasAsia
1810,Deep Mediation: a new approach towards high-dimensional mediation analysis,Tanmay Nath,,20210622,80000,20210622,100000,poster1810,EuropeAsia,Poster,,poster1810EuropeAsia
2542,Denoising of Blood Delay Maps by Random Matrix Theory,serdar aslan,,20210624,160000,20210624,170000,poster2542,AmericasEurope,Poster,,poster2542AmericasEurope
2542,Denoising of Blood Delay Maps by Random Matrix Theory,serdar aslan,,20210626,0,20210626,10000,poster2542,AmericasAsia,Poster,,poster2542AmericasAsia
2542,Denoising of Blood Delay Maps by Random Matrix Theory,serdar aslan,,20210622,80000,20210622,100000,poster2542,EuropeAsia,Poster,,poster2542EuropeAsia
2655,Differences in brain connectivity trends across Alzheimerâ€™s disease and mild traumatic brain injury,Hyung Jun Lee,,20210621,160000,20210621,170000,poster2655,AmericasEurope,Poster,,poster2655AmericasEurope
2655,Differences in brain connectivity trends across Alzheimerâ€™s disease and mild traumatic brain injury,Hyung Jun Lee,,20210623,0,20210623,10000,poster2655,AmericasAsia,Poster,,poster2655AmericasAsia
2655,Differences in brain connectivity trends across Alzheimerâ€™s disease and mild traumatic brain injury,Hyung Jun Lee,,20210624,80000,20210624,100000,poster2655,EuropeAsia,Poster,,poster2655EuropeAsia
2360,Distributed dysconnectivity between default network and attention networks in youth with ADHD,Tristan Greathouse,,20210624,160000,20210624,170000,poster2360,AmericasEurope,Poster,,poster2360AmericasEurope
2360,Distributed dysconnectivity between default network and attention networks in youth with ADHD,Tristan Greathouse,,20210624,0,20210624,10000,poster2360,AmericasAsia,Poster,,poster2360AmericasAsia
2360,Distributed dysconnectivity between default network and attention networks in youth with ADHD,Tristan Greathouse,,20210622,80000,20210622,100000,poster2360,EuropeAsia,Poster,,poster2360EuropeAsia
1385,Does fMRI heat the Brain? - Magnetic Resonance Spectroscopy Thermometry study at 3 Tesla,Marcin SiÅ„czuk,,20210625,160000,20210625,170000,poster1385,AmericasEurope,Poster,,poster1385AmericasEurope
1385,Does fMRI heat the Brain? - Magnetic Resonance Spectroscopy Thermometry study at 3 Tesla,Marcin SiÅ„czuk,,20210623,0,20210623,10000,poster1385,AmericasAsia,Poster,,poster1385AmericasAsia
1385,Does fMRI heat the Brain? - Magnetic Resonance Spectroscopy Thermometry study at 3 Tesla,Marcin SiÅ„czuk,,20210624,80000,20210624,100000,poster1385,EuropeAsia,Poster,,poster1385EuropeAsia
1445,Dynamic functional connectivity changes associated with small vessel disease,Zhixian Hu,,20210625,160000,20210625,170000,poster1445,AmericasEurope,Poster,,poster1445AmericasEurope
1445,Dynamic functional connectivity changes associated with small vessel disease,Zhixian Hu,,20210623,0,20210623,10000,poster1445,AmericasAsia,Poster,,poster1445AmericasAsia
1445,Dynamic functional connectivity changes associated with small vessel disease,Zhixian Hu,,20210624,80000,20210624,100000,poster1445,EuropeAsia,Poster,,poster1445EuropeAsia
1855,EEGNET2: An open source tool for group-level analysis of M/EEG connectome,iman almarouk,,20210625,160000,20210625,170000,poster1855,AmericasEurope,Poster,,poster1855AmericasEurope
1855,EEGNET2: An open source tool for group-level analysis of M/EEG connectome,iman almarouk,,20210622,0,20210622,10000,poster1855,AmericasAsia,Poster,,poster1855AmericasAsia
1855,EEGNET2: An open source tool for group-level analysis of M/EEG connectome,iman almarouk,,20210624,80000,20210624,100000,poster1855,EuropeAsia,Poster,,poster1855EuropeAsia
1566,Effect of Normobaric Hypoxia on Spontaneous EEG Power Spectra,Evan Hutcheon,,20210625,160000,20210625,170000,poster1566,AmericasEurope,Poster,,poster1566AmericasEurope
1566,Effect of Normobaric Hypoxia on Spontaneous EEG Power Spectra,Evan Hutcheon,,20210625,0,20210625,10000,poster1566,AmericasAsia,Poster,,poster1566AmericasAsia
1566,Effect of Normobaric Hypoxia on Spontaneous EEG Power Spectra,Evan Hutcheon,,20210622,80000,20210622,100000,poster1566,EuropeAsia,Poster,,poster1566EuropeAsia
2201,Effect of obesity on arithmetic processing in preteens with high and low math skill,Graciela Alatorre-Cruz,,20210624,160000,20210624,170000,poster2201,AmericasEurope,Poster,,poster2201AmericasEurope
2201,Effect of obesity on arithmetic processing in preteens with high and low math skill,Graciela Alatorre-Cruz,,20210624,0,20210624,10000,poster2201,AmericasAsia,Poster,,poster2201AmericasAsia
2201,Effect of obesity on arithmetic processing in preteens with high and low math skill,Graciela Alatorre-Cruz,,20210622,80000,20210622,100000,poster2201,EuropeAsia,Poster,,poster2201EuropeAsia
1105,"Effects of auditory and visual stimulation on homo-, cross and hetero-modal brain networks",Anissa Lintang Ramadhani,,20210621,160000,20210621,170000,poster1105,AmericasEurope,Poster,,poster1105AmericasEurope
1105,"Effects of auditory and visual stimulation on homo-, cross and hetero-modal brain networks",Anissa Lintang Ramadhani,,20210626,0,20210626,10000,poster1105,AmericasAsia,Poster,,poster1105AmericasAsia
1105,"Effects of auditory and visual stimulation on homo-, cross and hetero-modal brain networks",Anissa Lintang Ramadhani,,20210624,80000,20210624,100000,poster1105,EuropeAsia,Poster,,poster1105EuropeAsia
2013,Effects of fMRI temporal resolution on brain effective connectivity measured by Granger causality,Xinxin Zhang,,20210625,160000,20210625,170000,poster2013,AmericasEurope,Poster,,poster2013AmericasEurope
2013,Effects of fMRI temporal resolution on brain effective connectivity measured by Granger causality,Xinxin Zhang,,20210622,0,20210622,10000,poster2013,AmericasAsia,Poster,,poster2013AmericasAsia
2013,Effects of fMRI temporal resolution on brain effective connectivity measured by Granger causality,Xinxin Zhang,,20210624,80000,20210624,100000,poster2013,EuropeAsia,Poster,,poster2013EuropeAsia
2611,Effects of Parkinsonâ€™s Disease on Motor and Cognitive Task-Switching Networks,Jennifer Cale,,20210621,160000,20210621,170000,poster2611,AmericasEurope,Poster,,poster2611AmericasEurope
2611,Effects of Parkinsonâ€™s Disease on Motor and Cognitive Task-Switching Networks,Jennifer Cale,,20210623,0,20210623,10000,poster2611,AmericasAsia,Poster,,poster2611AmericasAsia
2611,Effects of Parkinsonâ€™s Disease on Motor and Cognitive Task-Switching Networks,Jennifer Cale,,20210624,80000,20210624,100000,poster2611,EuropeAsia,Poster,,poster2611EuropeAsia
1425,"Effects of pregnancy, menopause and lifestyle risk factors on cortical thickness in healthy ageing",Manuela Costantino,,20210624,160000,20210624,170000,poster1425,AmericasEurope,Poster,,poster1425AmericasEurope
1425,"Effects of pregnancy, menopause and lifestyle risk factors on cortical thickness in healthy ageing",Manuela Costantino,,20210624,0,20210624,10000,poster1425,AmericasAsia,Poster,,poster1425AmericasAsia
1425,"Effects of pregnancy, menopause and lifestyle risk factors on cortical thickness in healthy ageing",Manuela Costantino,,20210622,80000,20210622,100000,poster1425,EuropeAsia,Poster,,poster1425EuropeAsia
2039,Effects of SENSE1 Image Reconstruction on tSNR and Explainable Variance in Multi-channel fMRI,An Vu,,20210625,160000,20210625,170000,poster2039,AmericasEurope,Poster,,poster2039AmericasEurope
2039,Effects of SENSE1 Image Reconstruction on tSNR and Explainable Variance in Multi-channel fMRI,An Vu,,20210623,0,20210623,10000,poster2039,AmericasAsia,Poster,,poster2039AmericasAsia
2039,Effects of SENSE1 Image Reconstruction on tSNR and Explainable Variance in Multi-channel fMRI,An Vu,,20210624,80000,20210624,100000,poster2039,EuropeAsia,Poster,,poster2039EuropeAsia
1772,Effects of the education on the information communication in the elders,Daegyeom Kim,,20210622,160000,20210622,170000,poster1772,AmericasEurope,Poster,,poster1772AmericasEurope
1772,Effects of the education on the information communication in the elders,Daegyeom Kim,,20210626,0,20210626,10000,poster1772,AmericasAsia,Poster,,poster1772AmericasAsia
1772,Effects of the education on the information communication in the elders,Daegyeom Kim,,20210624,80000,20210624,100000,poster1772,EuropeAsia,Poster,,poster1772EuropeAsia
2523,Empathy Relies on Fine-Grained Internal Simulation,Leo Christov-Moore,,20210623,160000,20210623,170000,poster2523,AmericasEurope,Poster,,poster2523AmericasEurope
2523,Empathy Relies on Fine-Grained Internal Simulation,Leo Christov-Moore,,20210625,0,20210625,10000,poster2523,AmericasAsia,Poster,,poster2523AmericasAsia
2523,Empathy Relies on Fine-Grained Internal Simulation,Leo Christov-Moore,,20210622,80000,20210622,100000,poster2523,EuropeAsia,Poster,,poster2523EuropeAsia
2660,Enhanced Functional Connectivity Following Sleep-Related Consolidation of Cognitive Strategies,Nicholas van den Berg,,20210622,160000,20210622,170000,poster2660,AmericasEurope,Poster,,poster2660AmericasEurope
2660,Enhanced Functional Connectivity Following Sleep-Related Consolidation of Cognitive Strategies,Nicholas van den Berg,,20210622,0,20210622,10000,poster2660,AmericasAsia,Poster,,poster2660AmericasAsia
2660,Enhanced Functional Connectivity Following Sleep-Related Consolidation of Cognitive Strategies,Nicholas van den Berg,,20210624,80000,20210624,100000,poster2660,EuropeAsia,Poster,,poster2660EuropeAsia
1180,Enhanced Thalamocortical Functional Connectivity in Brains with Glioma at 7T,Siqi Cai,,20210623,160000,20210623,170000,poster1180,AmericasEurope,Poster,,poster1180AmericasEurope
1180,Enhanced Thalamocortical Functional Connectivity in Brains with Glioma at 7T,Siqi Cai,,20210625,0,20210625,10000,poster1180,AmericasAsia,Poster,,poster1180AmericasAsia
1180,Enhanced Thalamocortical Functional Connectivity in Brains with Glioma at 7T,Siqi Cai,,20210622,80000,20210622,100000,poster1180,EuropeAsia,Poster,,poster1180EuropeAsia
1788,Entropy Mapping Revealed A Common Neural Substrate for Different Substance Dependence,Ze Wang,,20210623,160000,20210623,170000,poster1788,AmericasEurope,Poster,,poster1788AmericasEurope
1788,Entropy Mapping Revealed A Common Neural Substrate for Different Substance Dependence,Ze Wang,,20210626,0,20210626,10000,poster1788,AmericasAsia,Poster,,poster1788AmericasAsia
1788,Entropy Mapping Revealed A Common Neural Substrate for Different Substance Dependence,Ze Wang,,20210622,80000,20210622,100000,poster1788,EuropeAsia,Poster,,poster1788EuropeAsia
2324,Estimating the true discovery proportion of clusters based on cluster extent thresholding in fMRI,Jelle Goeman,,20210624,160000,20210624,170000,poster2324,AmericasEurope,Poster,,poster2324AmericasEurope
2324,Estimating the true discovery proportion of clusters based on cluster extent thresholding in fMRI,Jelle Goeman,,20210626,0,20210626,10000,poster2324,AmericasAsia,Poster,,poster2324AmericasAsia
2324,Estimating the true discovery proportion of clusters based on cluster extent thresholding in fMRI,Jelle Goeman,,20210622,80000,20210622,100000,poster2324,EuropeAsia,Poster,,poster2324EuropeAsia
2536,Evolvement of Infant Brain State and Its Association with Cognition,Weixiong Jiang,,20210624,160000,20210624,170000,poster2536,AmericasEurope,Poster,,poster2536AmericasEurope
2536,Evolvement of Infant Brain State and Its Association with Cognition,Weixiong Jiang,,20210624,0,20210624,10000,poster2536,AmericasAsia,Poster,,poster2536AmericasAsia
2536,Evolvement of Infant Brain State and Its Association with Cognition,Weixiong Jiang,,20210622,80000,20210622,100000,poster2536,EuropeAsia,Poster,,poster2536EuropeAsia
2336,Executive function performance and brain nodal properties in Parkinson's Disease,Giacomo Tomezzoli,,20210621,160000,20210621,170000,poster2336,AmericasEurope,Poster,,poster2336AmericasEurope
2336,Executive function performance and brain nodal properties in Parkinson's Disease,Giacomo Tomezzoli,,20210623,0,20210623,10000,poster2336,AmericasAsia,Poster,,poster2336AmericasAsia
2336,Executive function performance and brain nodal properties in Parkinson's Disease,Giacomo Tomezzoli,,20210624,80000,20210624,100000,poster2336,EuropeAsia,Poster,,poster2336EuropeAsia
1438,Exploring Shared Genetic Effects of Emotion and Subcortical Volumes,Seung Yun Choi,,20210624,160000,20210624,170000,poster1438,AmericasEurope,Poster,,poster1438AmericasEurope
1438,Exploring Shared Genetic Effects of Emotion and Subcortical Volumes,Seung Yun Choi,,20210624,0,20210624,10000,poster1438,AmericasAsia,Poster,,poster1438AmericasAsia
1438,Exploring Shared Genetic Effects of Emotion and Subcortical Volumes,Seung Yun Choi,,20210622,80000,20210622,100000,poster1438,EuropeAsia,Poster,,poster1438EuropeAsia
1880,Exploring the mechanisms of less affected hand impairment in unilateral stroke with diffusion MRI.,Firdaus Fabrice HANNANU,,20210625,160000,20210625,170000,poster1880,AmericasEurope,Poster,,poster1880AmericasEurope
1880,Exploring the mechanisms of less affected hand impairment in unilateral stroke with diffusion MRI.,Firdaus Fabrice HANNANU,,20210623,0,20210623,10000,poster1880,AmericasAsia,Poster,,poster1880AmericasAsia
1880,Exploring the mechanisms of less affected hand impairment in unilateral stroke with diffusion MRI.,Firdaus Fabrice HANNANU,,20210624,80000,20210624,100000,poster1880,EuropeAsia,Poster,,poster1880EuropeAsia
2049,Eyes open and closed resting-state conditions: a comparison of DMN functional connectivity pattern,Chenyang Jiang,,20210621,160000,20210621,170000,poster2049,AmericasEurope,Poster,,poster2049AmericasEurope
2049,Eyes open and closed resting-state conditions: a comparison of DMN functional connectivity pattern,Chenyang Jiang,,20210623,0,20210623,10000,poster2049,AmericasAsia,Poster,,poster2049AmericasAsia
2049,Eyes open and closed resting-state conditions: a comparison of DMN functional connectivity pattern,Chenyang Jiang,,20210624,80000,20210624,100000,poster2049,EuropeAsia,Poster,,poster2049EuropeAsia
2238,Fluctuations in estradiol and progesterone are not related to high amplitude co-fluctuations in fMRI,Catherine Cai,,20210625,160000,20210625,170000,poster2238,AmericasEurope,Poster,,poster2238AmericasEurope
2238,Fluctuations in estradiol and progesterone are not related to high amplitude co-fluctuations in fMRI,Catherine Cai,,20210625,0,20210625,10000,poster2238,AmericasAsia,Poster,,poster2238AmericasAsia
2238,Fluctuations in estradiol and progesterone are not related to high amplitude co-fluctuations in fMRI,Catherine Cai,,20210622,80000,20210622,100000,poster2238,EuropeAsia,Poster,,poster2238EuropeAsia
1212,Fractal dimension of DTI-derived WM skeleton is reduced in CADASIL,Chiara Marzi,,20210621,160000,20210621,170000,poster1212,AmericasEurope,Poster,,poster1212AmericasEurope
1212,Fractal dimension of DTI-derived WM skeleton is reduced in CADASIL,Chiara Marzi,,20210623,0,20210623,10000,poster1212,AmericasAsia,Poster,,poster1212AmericasAsia
1212,Fractal dimension of DTI-derived WM skeleton is reduced in CADASIL,Chiara Marzi,,20210624,80000,20210624,100000,poster1212,EuropeAsia,Poster,,poster1212EuropeAsia
1734,From correlation to communication: decomposing functional connectivity changes,Yuhua Yu,,20210625,160000,20210625,170000,poster1734,AmericasEurope,Poster,,poster1734AmericasEurope
1734,From correlation to communication: decomposing functional connectivity changes,Yuhua Yu,,20210622,0,20210622,10000,poster1734,AmericasAsia,Poster,,poster1734AmericasAsia
1734,From correlation to communication: decomposing functional connectivity changes,Yuhua Yu,,20210624,80000,20210624,100000,poster1734,EuropeAsia,Poster,,poster1734EuropeAsia
1715,Frontal and Temporal Lobe Epilepsy Demonstrate Consistent Changes in the Uncinate Fasciculus,Derrick Lewis,,20210623,160000,20210623,170000,poster1715,AmericasEurope,Poster,,poster1715AmericasEurope
1715,Frontal and Temporal Lobe Epilepsy Demonstrate Consistent Changes in the Uncinate Fasciculus,Derrick Lewis,,20210625,0,20210625,10000,poster1715,AmericasAsia,Poster,,poster1715AmericasAsia
1715,Frontal and Temporal Lobe Epilepsy Demonstrate Consistent Changes in the Uncinate Fasciculus,Derrick Lewis,,20210622,80000,20210622,100000,poster1715,EuropeAsia,Poster,,poster1715EuropeAsia
2316,Functional connectivity in neurodegenerative diseases different ipsi/contralateral spatial decay,Ignacio Cifre,,20210625,160000,20210625,170000,poster2316,AmericasEurope,Poster,,poster2316AmericasEurope
2316,Functional connectivity in neurodegenerative diseases different ipsi/contralateral spatial decay,Ignacio Cifre,,20210622,0,20210622,10000,poster2316,AmericasAsia,Poster,,poster2316AmericasAsia
2316,Functional connectivity in neurodegenerative diseases different ipsi/contralateral spatial decay,Ignacio Cifre,,20210624,80000,20210624,100000,poster2316,EuropeAsia,Poster,,poster2316EuropeAsia
1471,Functional Connectivity of the Medial Prefrontal Cortex Related to Mindreading Abilities,Marine Le Petit,,20210623,160000,20210623,170000,poster1471,AmericasEurope,Poster,,poster1471AmericasEurope
1471,Functional Connectivity of the Medial Prefrontal Cortex Related to Mindreading Abilities,Marine Le Petit,,20210625,0,20210625,10000,poster1471,AmericasAsia,Poster,,poster1471AmericasAsia
1471,Functional Connectivity of the Medial Prefrontal Cortex Related to Mindreading Abilities,Marine Le Petit,,20210622,80000,20210622,100000,poster1471,EuropeAsia,Poster,,poster1471EuropeAsia
2645,Functional/Structural Intrinsic Network Measures of Brain Reserve to Predict Outcomes in Epilepsy,Walter Hinds,,20210625,160000,20210625,170000,poster2645,AmericasEurope,Poster,,poster2645AmericasEurope
2645,Functional/Structural Intrinsic Network Measures of Brain Reserve to Predict Outcomes in Epilepsy,Walter Hinds,,20210622,0,20210622,10000,poster2645,AmericasAsia,Poster,,poster2645AmericasAsia
2645,Functional/Structural Intrinsic Network Measures of Brain Reserve to Predict Outcomes in Epilepsy,Walter Hinds,,20210624,80000,20210624,100000,poster2645,EuropeAsia,Poster,,poster2645EuropeAsia
1360,Gamma band artifact removal in EEG-fMRI simultaneous recordings,Narges Moradi,,20210624,160000,20210624,170000,poster1360,AmericasEurope,Poster,,poster1360AmericasEurope
1360,Gamma band artifact removal in EEG-fMRI simultaneous recordings,Narges Moradi,,20210626,0,20210626,10000,poster1360,AmericasAsia,Poster,,poster1360AmericasAsia
1360,Gamma band artifact removal in EEG-fMRI simultaneous recordings,Narges Moradi,,20210622,80000,20210622,100000,poster1360,EuropeAsia,Poster,,poster1360EuropeAsia
1379,"Gender difference in behavioral response delay under stress, the role of dACC-DMN connectivity",Lixin Qiu,,20210625,160000,20210625,170000,poster1379,AmericasEurope,Poster,,poster1379AmericasEurope
1379,"Gender difference in behavioral response delay under stress, the role of dACC-DMN connectivity",Lixin Qiu,,20210622,0,20210622,10000,poster1379,AmericasAsia,Poster,,poster1379AmericasAsia
1379,"Gender difference in behavioral response delay under stress, the role of dACC-DMN connectivity",Lixin Qiu,,20210624,80000,20210624,100000,poster1379,EuropeAsia,Poster,,poster1379EuropeAsia
